weapon,stage,frame_index,prompt,job_id,source_path,adopted_path,status,rejection_reason
"Gakgung","draw_glint","0","PixelLab animation prompt: animate draw_glint around a stable centered pivot","57fa5844-1d54-45f2-aa0b-f8f0e42d984d","https://api.pixellab.ai/mcp/images/57fa5844-1d54-45f2-aa0b-f8f0e42d984d/download?index=0","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Gakgung/gakgung_aim_glint.png","adopted",""
"Gakgung","draw_glint","1","PixelLab animation prompt: animate draw_glint around a stable centered pivot","57fa5844-1d54-45f2-aa0b-f8f0e42d984d","https://api.pixellab.ai/mcp/images/57fa5844-1d54-45f2-aa0b-f8f0e42d984d/download?index=1","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Gakgung/gakgung_aim_glint_02.png","adopted",""
"Gakgung","draw_glint","2","PixelLab animation prompt: animate draw_glint around a stable centered pivot","57fa5844-1d54-45f2-aa0b-f8f0e42d984d","https://api.pixellab.ai/mcp/images/57fa5844-1d54-45f2-aa0b-f8f0e42d984d/download?index=2","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Gakgung/gakgung_aim_glint_03.png","adopted",""
"Gakgung","draw_glint","3","PixelLab animation prompt: animate draw_glint around a stable centered pivot","57fa5844-1d54-45f2-aa0b-f8f0e42d984d","https://api.pixellab.ai/mcp/images/57fa5844-1d54-45f2-aa0b-f8f0e42d984d/download?index=3","","rejected","extra generated frame not adopted"
"Gakgung","draw_glint","4","PixelLab animation prompt: animate draw_glint around a stable centered pivot","57fa5844-1d54-45f2-aa0b-f8f0e42d984d","https://api.pixellab.ai/mcp/images/57fa5844-1d54-45f2-aa0b-f8f0e42d984d/download?index=4","","rejected","extra generated frame not adopted"
"Gakgung","arrow_flight","seed","PixelLab seed prompt: arrow_flight; Joseon folk-fantasy pixel art VFX; transparent; crisp hard pixels; one isolated centered asset; high top-down mobile readability","b41cf17f-6661-4da1-8ca0-48d6127315d0","https://api.pixellab.ai/mcp/images/b41cf17f-6661-4da1-8ca0-48d6127315d0/download","","source_seed","used as the animation seed"
"Gakgung","arrow_flight","0","PixelLab animation prompt: animate arrow_flight around a stable centered pivot","f083a345-e472-4cf2-905f-c6e0c3982741","https://api.pixellab.ai/mcp/images/f083a345-e472-4cf2-905f-c6e0c3982741/download?index=0","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Gakgung/gakgung_arrow.png","adopted",""
"Gakgung","arrow_flight","1","PixelLab animation prompt: animate arrow_flight around a stable centered pivot","f083a345-e472-4cf2-905f-c6e0c3982741","https://api.pixellab.ai/mcp/images/f083a345-e472-4cf2-905f-c6e0c3982741/download?index=1","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Gakgung/gakgung_arrow_02.png","adopted",""
"Gakgung","arrow_flight","2","PixelLab animation prompt: animate arrow_flight around a stable centered pivot","f083a345-e472-4cf2-905f-c6e0c3982741","https://api.pixellab.ai/mcp/images/f083a345-e472-4cf2-905f-c6e0c3982741/download?index=2","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Gakgung/gakgung_arrow_03.png","adopted",""
"Gakgung","arrow_flight","3","PixelLab animation prompt: animate arrow_flight around a stable centered pivot","f083a345-e472-4cf2-905f-c6e0c3982741","https://api.pixellab.ai/mcp/images/f083a345-e472-4cf2-905f-c6e0c3982741/download?index=3","","rejected","extra generated frame not adopted"
"Gakgung","arrow_flight","4","PixelLab animation prompt: animate arrow_flight around a stable centered pivot","f083a345-e472-4cf2-905f-c6e0c3982741","https://api.pixellab.ai/mcp/images/f083a345-e472-4cf2-905f-c6e0c3982741/download?index=4","","rejected","extra generated frame not adopted"
"Gakgung","impact_splinter","seed","PixelLab seed prompt: impact_splinter; Joseon folk-fantasy pixel art VFX; transparent; crisp hard pixels; one isolated centered asset; high top-down mobile readability","3226b515-bc76-4b4a-8fcc-f11c0a971e3f","https://api.pixellab.ai/mcp/images/3226b515-bc76-4b4a-8fcc-f11c0a971e3f/download","","source_seed","used as the animation seed"
"Gakgung","impact_splinter","0","PixelLab animation prompt: animate impact_splinter around a stable centered pivot","e127c33f-3f15-4c1d-a2fc-0933c933ce93","https://api.pixellab.ai/mcp/images/e127c33f-3f15-4c1d-a2fc-0933c933ce93/download?index=0","","rejected","multiple independent asset islands; replaced by PixelLab repair"
"Gakgung","impact_splinter","1","PixelLab animation prompt: animate impact_splinter around a stable centered pivot","e127c33f-3f15-4c1d-a2fc-0933c933ce93","https://api.pixellab.ai/mcp/images/e127c33f-3f15-4c1d-a2fc-0933c933ce93/download?index=1","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Gakgung/gakgung_impact_splinter_02.png","adopted",""
"Gakgung","impact_splinter","2","PixelLab animation prompt: animate impact_splinter around a stable centered pivot","e127c33f-3f15-4c1d-a2fc-0933c933ce93","https://api.pixellab.ai/mcp/images/e127c33f-3f15-4c1d-a2fc-0933c933ce93/download?index=2","","rejected","multiple independent asset islands; replaced by PixelLab repair"
"Gakgung","impact_splinter","3","PixelLab animation prompt: animate impact_splinter around a stable centered pivot","e127c33f-3f15-4c1d-a2fc-0933c933ce93","https://api.pixellab.ai/mcp/images/e127c33f-3f15-4c1d-a2fc-0933c933ce93/download?index=3","","rejected","multiple independent asset islands; replaced by PixelLab repair"
"Gakgung","impact_splinter","4","PixelLab animation prompt: animate impact_splinter around a stable centered pivot","e127c33f-3f15-4c1d-a2fc-0933c933ce93","https://api.pixellab.ai/mcp/images/e127c33f-3f15-4c1d-a2fc-0933c933ce93/download?index=4","","rejected","multiple independent asset islands; replaced by PixelLab repair"
"Talisman","rotating_talisman","seed","PixelLab seed prompt: rotating_talisman; Joseon folk-fantasy pixel art VFX; transparent; crisp hard pixels; one isolated centered asset; high top-down mobile readability","70c9187c-c73f-4618-86ee-7b6afdaa8427","https://api.pixellab.ai/mcp/images/70c9187c-c73f-4618-86ee-7b6afdaa8427/download","","source_seed","used as the animation seed"
"Talisman","rotating_talisman","0","PixelLab animation prompt: animate rotating_talisman around a stable centered pivot","14b2e974-9820-4005-a802-098c5c6b1ba1","https://api.pixellab.ai/mcp/images/14b2e974-9820-4005-a802-098c5c6b1ba1/download?index=0","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_rotate_01.png","adopted",""
"Talisman","rotating_talisman","1","PixelLab animation prompt: animate rotating_talisman around a stable centered pivot","14b2e974-9820-4005-a802-098c5c6b1ba1","https://api.pixellab.ai/mcp/images/14b2e974-9820-4005-a802-098c5c6b1ba1/download?index=1","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_rotate_02.png","adopted",""
"Talisman","rotating_talisman","2","PixelLab animation prompt: animate rotating_talisman around a stable centered pivot","14b2e974-9820-4005-a802-098c5c6b1ba1","https://api.pixellab.ai/mcp/images/14b2e974-9820-4005-a802-098c5c6b1ba1/download?index=2","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_rotate_03.png","adopted",""
"Talisman","rotating_talisman","3","PixelLab animation prompt: animate rotating_talisman around a stable centered pivot","14b2e974-9820-4005-a802-098c5c6b1ba1","https://api.pixellab.ai/mcp/images/14b2e974-9820-4005-a802-098c5c6b1ba1/download?index=3","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_rotate_04.png","adopted",""
"Talisman","rotating_talisman","4","PixelLab animation prompt: animate rotating_talisman around a stable centered pivot","14b2e974-9820-4005-a802-098c5c6b1ba1","https://api.pixellab.ai/mcp/images/14b2e974-9820-4005-a802-098c5c6b1ba1/download?index=4","","rejected","extra generated frame not adopted"
"Talisman","seal_pulse","seed","PixelLab seed prompt: seal_pulse; Joseon folk-fantasy pixel art VFX; transparent; crisp hard pixels; one isolated centered asset; high top-down mobile readability","c087274b-9aa2-408c-9417-badaea41f6bc","https://api.pixellab.ai/mcp/images/c087274b-9aa2-408c-9417-badaea41f6bc/download","","source_seed","used as the animation seed"
"Talisman","seal_pulse","0","PixelLab animation prompt: animate seal_pulse around a stable centered pivot","9779d248-c6ad-45aa-9ee2-60995b6b08ff","https://api.pixellab.ai/mcp/images/9779d248-c6ad-45aa-9ee2-60995b6b08ff/download?index=0","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_seal_pulse_01.png","adopted",""
"Talisman","seal_pulse","1","PixelLab animation prompt: animate seal_pulse around a stable centered pivot","9779d248-c6ad-45aa-9ee2-60995b6b08ff","https://api.pixellab.ai/mcp/images/9779d248-c6ad-45aa-9ee2-60995b6b08ff/download?index=1","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_seal_pulse_02.png","adopted",""
"Talisman","seal_pulse","2","PixelLab animation prompt: animate seal_pulse around a stable centered pivot","9779d248-c6ad-45aa-9ee2-60995b6b08ff","https://api.pixellab.ai/mcp/images/9779d248-c6ad-45aa-9ee2-60995b6b08ff/download?index=2","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_seal_pulse_03.png","adopted",""
"Talisman","seal_pulse","3","PixelLab animation prompt: animate seal_pulse around a stable centered pivot","9779d248-c6ad-45aa-9ee2-60995b6b08ff","https://api.pixellab.ai/mcp/images/9779d248-c6ad-45aa-9ee2-60995b6b08ff/download?index=3","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_seal_pulse_04.png","adopted",""
"Talisman","seal_pulse","4","PixelLab animation prompt: animate seal_pulse around a stable centered pivot","9779d248-c6ad-45aa-9ee2-60995b6b08ff","https://api.pixellab.ai/mcp/images/9779d248-c6ad-45aa-9ee2-60995b6b08ff/download?index=4","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_seal_pulse_05.png","adopted",""
"Talisman","binding_closure","seed","PixelLab seed prompt: binding_closure; Joseon folk-fantasy pixel art VFX; transparent; crisp hard pixels; one isolated centered asset; high top-down mobile readability","f6f21d70-1bd5-4b52-91b8-88e6f7413a72","https://api.pixellab.ai/mcp/images/f6f21d70-1bd5-4b52-91b8-88e6f7413a72/download","","source_seed","used as the animation seed"
"Talisman","binding_closure","0","PixelLab animation prompt: animate binding_closure around a stable centered pivot","c1e98943-b7b9-4261-8452-10c69fca3c0e","https://api.pixellab.ai/mcp/images/c1e98943-b7b9-4261-8452-10c69fca3c0e/download?index=0","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_binding_01.png","adopted",""
"Talisman","binding_closure","1","PixelLab animation prompt: animate binding_closure around a stable centered pivot","c1e98943-b7b9-4261-8452-10c69fca3c0e","https://api.pixellab.ai/mcp/images/c1e98943-b7b9-4261-8452-10c69fca3c0e/download?index=1","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_binding_02.png","adopted",""
"Talisman","binding_closure","2","PixelLab animation prompt: animate binding_closure around a stable centered pivot","c1e98943-b7b9-4261-8452-10c69fca3c0e","https://api.pixellab.ai/mcp/images/c1e98943-b7b9-4261-8452-10c69fca3c0e/download?index=2","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_binding_03.png","adopted",""
"Talisman","binding_closure","3","PixelLab animation prompt: animate binding_closure around a stable centered pivot","c1e98943-b7b9-4261-8452-10c69fca3c0e","https://api.pixellab.ai/mcp/images/c1e98943-b7b9-4261-8452-10c69fca3c0e/download?index=3","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_binding_04.png","adopted",""
"Talisman","binding_closure","4","PixelLab animation prompt: animate binding_closure around a stable centered pivot","c1e98943-b7b9-4261-8452-10c69fca3c0e","https://api.pixellab.ai/mcp/images/c1e98943-b7b9-4261-8452-10c69fca3c0e/download?index=4","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Talisman/talisman_binding_05.png","adopted",""
"Thunder","lob_rotation","seed","PixelLab seed prompt: lob_rotation; Joseon folk-fantasy pixel art VFX; transparent; crisp hard pixels; one isolated centered asset; high top-down mobile readability","905f2e09-a22f-4724-ba45-7a1ea9d188d8","https://api.pixellab.ai/mcp/images/905f2e09-a22f-4724-ba45-7a1ea9d188d8/download","","source_seed","used as the animation seed"
"Thunder","lob_rotation","0","PixelLab animation prompt: animate lob_rotation around a stable centered pivot","46f67160-c097-4d26-a366-4b50d811a9f8","https://api.pixellab.ai/mcp/images/46f67160-c097-4d26-a366-4b50d811a9f8/download?index=0","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_lob_01.png","adopted",""
"Thunder","lob_rotation","1","PixelLab animation prompt: animate lob_rotation around a stable centered pivot","46f67160-c097-4d26-a366-4b50d811a9f8","https://api.pixellab.ai/mcp/images/46f67160-c097-4d26-a366-4b50d811a9f8/download?index=1","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_lob_02.png","adopted",""
"Thunder","lob_rotation","2","PixelLab animation prompt: animate lob_rotation around a stable centered pivot","46f67160-c097-4d26-a366-4b50d811a9f8","https://api.pixellab.ai/mcp/images/46f67160-c097-4d26-a366-4b50d811a9f8/download?index=2","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_lob_03.png","adopted",""
"Thunder","lob_rotation","3","PixelLab animation prompt: animate lob_rotation around a stable centered pivot","46f67160-c097-4d26-a366-4b50d811a9f8","https://api.pixellab.ai/mcp/images/46f67160-c097-4d26-a366-4b50d811a9f8/download?index=3","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_lob_04.png","adopted",""
"Thunder","lob_rotation","4","PixelLab animation prompt: animate lob_rotation around a stable centered pivot","46f67160-c097-4d26-a366-4b50d811a9f8","https://api.pixellab.ai/mcp/images/46f67160-c097-4d26-a366-4b50d811a9f8/download?index=4","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_lob_05.png","adopted",""
"Thunder","lob_rotation","5","PixelLab animation prompt: animate lob_rotation around a stable centered pivot","46f67160-c097-4d26-a366-4b50d811a9f8","https://api.pixellab.ai/mcp/images/46f67160-c097-4d26-a366-4b50d811a9f8/download?index=5","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_lob_06.png","adopted",""
"Thunder","lob_rotation","6","PixelLab animation prompt: animate lob_rotation around a stable centered pivot","46f67160-c097-4d26-a366-4b50d811a9f8","https://api.pixellab.ai/mcp/images/46f67160-c097-4d26-a366-4b50d811a9f8/download?index=6","","rejected","extra generated frame not adopted"
"Thunder","lob_rotation","7","PixelLab animation prompt: animate lob_rotation around a stable centered pivot","46f67160-c097-4d26-a366-4b50d811a9f8","https://api.pixellab.ai/mcp/images/46f67160-c097-4d26-a366-4b50d811a9f8/download?index=7","","rejected","extra generated frame not adopted"
"Thunder","lob_rotation","8","PixelLab animation prompt: animate lob_rotation around a stable centered pivot","46f67160-c097-4d26-a366-4b50d811a9f8","https://api.pixellab.ai/mcp/images/46f67160-c097-4d26-a366-4b50d811a9f8/download?index=8","","rejected","extra generated frame not adopted"
"Thunder","landing_warning","seed","PixelLab seed prompt: landing_warning; Joseon folk-fantasy pixel art VFX; transparent; crisp hard pixels; one isolated centered asset; high top-down mobile readability","2c4cae5b-6329-4f06-90ca-39b6f3a46bae","https://api.pixellab.ai/mcp/images/2c4cae5b-6329-4f06-90ca-39b6f3a46bae/download","","source_seed","used as the animation seed"
"Thunder","landing_warning","0","PixelLab animation prompt: animate landing_warning around a stable centered pivot","f43df976-d18b-4967-9004-c4751e9403b2","https://api.pixellab.ai/mcp/images/f43df976-d18b-4967-9004-c4751e9403b2/download?index=0","","rejected","multiple independent asset islands; replaced by PixelLab repair"
"Thunder","landing_warning","1","PixelLab animation prompt: animate landing_warning around a stable centered pivot","f43df976-d18b-4967-9004-c4751e9403b2","https://api.pixellab.ai/mcp/images/f43df976-d18b-4967-9004-c4751e9403b2/download?index=1","","rejected","multiple independent asset islands; replaced by PixelLab repair"
"Thunder","landing_warning","2","PixelLab animation prompt: animate landing_warning around a stable centered pivot","f43df976-d18b-4967-9004-c4751e9403b2","https://api.pixellab.ai/mcp/images/f43df976-d18b-4967-9004-c4751e9403b2/download?index=2","","rejected","multiple independent asset islands; replaced by PixelLab repair"
"Thunder","landing_warning","3","PixelLab animation prompt: animate landing_warning around a stable centered pivot","f43df976-d18b-4967-9004-c4751e9403b2","https://api.pixellab.ai/mcp/images/f43df976-d18b-4967-9004-c4751e9403b2/download?index=3","","rejected","multiple independent asset islands; replaced by PixelLab repair"
"Thunder","landing_warning","4","PixelLab animation prompt: animate landing_warning around a stable centered pivot","f43df976-d18b-4967-9004-c4751e9403b2","https://api.pixellab.ai/mcp/images/f43df976-d18b-4967-9004-c4751e9403b2/download?index=4","","rejected","extra generated frame not adopted"
"Thunder","blast_ring","seed","PixelLab seed prompt: blast_ring; Joseon folk-fantasy pixel art VFX; transparent; crisp hard pixels; one isolated centered asset; high top-down mobile readability","7e545819-c801-42a3-9df3-f1c28bd75591","https://api.pixellab.ai/mcp/images/7e545819-c801-42a3-9df3-f1c28bd75591/download","","source_seed","used as the animation seed"
"Thunder","blast_ring","0","PixelLab animation prompt: animate blast_ring around a stable centered pivot","62a5fe5b-668e-4b9e-a889-1baf123f9649","https://api.pixellab.ai/mcp/images/62a5fe5b-668e-4b9e-a889-1baf123f9649/download?index=0","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_blast_01.png","adopted",""
"Thunder","blast_ring","1","PixelLab animation prompt: animate blast_ring around a stable centered pivot","62a5fe5b-668e-4b9e-a889-1baf123f9649","https://api.pixellab.ai/mcp/images/62a5fe5b-668e-4b9e-a889-1baf123f9649/download?index=1","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_blast_02.png","adopted",""
"Thunder","blast_ring","2","PixelLab animation prompt: animate blast_ring around a stable centered pivot","62a5fe5b-668e-4b9e-a889-1baf123f9649","https://api.pixellab.ai/mcp/images/62a5fe5b-668e-4b9e-a889-1baf123f9649/download?index=2","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_blast_03.png","adopted",""
"Thunder","blast_ring","3","PixelLab animation prompt: animate blast_ring around a stable centered pivot","62a5fe5b-668e-4b9e-a889-1baf123f9649","https://api.pixellab.ai/mcp/images/62a5fe5b-668e-4b9e-a889-1baf123f9649/download?index=3","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_blast_04.png","adopted",""
"Thunder","blast_ring","4","PixelLab animation prompt: animate blast_ring around a stable centered pivot","62a5fe5b-668e-4b9e-a889-1baf123f9649","https://api.pixellab.ai/mcp/images/62a5fe5b-668e-4b9e-a889-1baf123f9649/download?index=4","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_blast_05.png","adopted",""
"Thunder","blast_ring","5","PixelLab animation prompt: animate blast_ring around a stable centered pivot","62a5fe5b-668e-4b9e-a889-1baf123f9649","https://api.pixellab.ai/mcp/images/62a5fe5b-668e-4b9e-a889-1baf123f9649/download?index=5","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_blast_06.png","adopted",""
"Thunder","blast_ring","6","PixelLab animation prompt: animate blast_ring around a stable centered pivot","62a5fe5b-668e-4b9e-a889-1baf123f9649","https://api.pixellab.ai/mcp/images/62a5fe5b-668e-4b9e-a889-1baf123f9649/download?index=6","","rejected","extra generated frame not adopted"
"Thunder","blast_ring","7","PixelLab animation prompt: animate blast_ring around a stable centered pivot","62a5fe5b-668e-4b9e-a889-1baf123f9649","https://api.pixellab.ai/mcp/images/62a5fe5b-668e-4b9e-a889-1baf123f9649/download?index=7","","rejected","extra generated frame not adopted"
"Thunder","blast_ring","8","PixelLab animation prompt: animate blast_ring around a stable centered pivot","62a5fe5b-668e-4b9e-a889-1baf123f9649","https://api.pixellab.ai/mcp/images/62a5fe5b-668e-4b9e-a889-1baf123f9649/download?index=8","","rejected","extra generated frame not adopted"
"Thunder","ground_current","seed","PixelLab seed prompt: ground_current; Joseon folk-fantasy pixel art VFX; transparent; crisp hard pixels; one isolated centered asset; high top-down mobile readability","48948739-d211-4ae1-acf7-4ced5e2ea08f","https://api.pixellab.ai/mcp/images/48948739-d211-4ae1-acf7-4ced5e2ea08f/download","","source_seed","used as the animation seed"
"Thunder","ground_current","0","PixelLab animation prompt: animate ground_current around a stable centered pivot","d2210e97-fbf5-4322-a7b5-8a20a2efbd6b","https://api.pixellab.ai/mcp/images/d2210e97-fbf5-4322-a7b5-8a20a2efbd6b/download?index=0","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_ground_current_01.png","adopted",""
"Thunder","ground_current","1","PixelLab animation prompt: animate ground_current around a stable centered pivot","d2210e97-fbf5-4322-a7b5-8a20a2efbd6b","https://api.pixellab.ai/mcp/images/d2210e97-fbf5-4322-a7b5-8a20a2efbd6b/download?index=1","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_ground_current_02.png","adopted",""
"Thunder","ground_current","2","PixelLab animation prompt: animate ground_current around a stable centered pivot","d2210e97-fbf5-4322-a7b5-8a20a2efbd6b","https://api.pixellab.ai/mcp/images/d2210e97-fbf5-4322-a7b5-8a20a2efbd6b/download?index=2","Assets/JoseonHunter/Art/Weapons/Runtime/Polish/Thunder/thunder_ground_current_03.png","adopted",""
