asset_id,runtime_path,category,acquisition_method,creator_or_vendor,provider_product_model,created_or_purchased_at,source_url,terms_or_license_name,terms_checked_at,evidence_path,source_file_sha256,prompt_path,input_rights_confirmed,human_edits,similarity_reviewed,trademark_reviewed,credit_required,credit_text,status,reviewer,reviewed_at,notes
hwando_release_recovery,assets/images/vfx/hwando/hwando_recovery_128.png,combat_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,docs/assets/prompts/hwando-release-vfx.md,C256932BC8DD1E537F7AA4F307F3F16275DEEB008DDB6237DCA44AC5A04E87E9,docs/assets/prompts/hwando-release-vfx.md,true,chroma-key removal equal-cell crop and proportional 128px normalization,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=C6C8F6F811C38EA6C6C05E324D08EF8C731EE15F68067A3493DF3D0D868FE727
hwando_release_contact,assets/images/vfx/hwando/hwando_contact_128.png,combat_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-25,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-25,docs/assets/prompts/hwando-release-vfx.md,B2224D301F4317C7265F77B3E277CFDFC3C0B0364AD038B909E7A5763E52305B,docs/assets/prompts/hwando-release-vfx.md,true,chroma-key removal equal-cell crop proportional 128px normalization and compact 48px contact inset,true,true,false,,approved,Codex,2026-07-25,runtime-sha256=DD6FF925D7B9A076E26B1C6668760B0A2D223B7823177AF3AB8F4C18C500FA02
weapon_effects_atlas,assets/images/effects/weapon_effects_atlas_64.png,weapon_effect,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-15,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-15,docs/assets/prompts/weapon-effects-atlas.md,4B94ACD48A9D2215875635F93CA6EEBB7D68DBF7395FDA6F535BAE46E260E53E,docs/assets/prompts/weapon-effects-atlas.md,true,chroma-key removal and nearest-neighbor 4x4 normalization,true,true,false,,approved,Codex,2026-07-15,runtime-sha256=F7FB6D0122B8A90CF3CC4C50999E5D8AFBCEE2D3F190B78CFFC5381B9E009680
combat_effects_atlas,assets/images/effects/combat_effects_atlas_64.png,combat_effect,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-15,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-15,docs/assets/prompts/combat-effects-atlas.md,6CB40B41682EA871042B378878C7E68FBE9CDA522F89728AECDE7D504F809154,docs/assets/prompts/combat-effects-atlas.md,true,chroma-key removal and nearest-neighbor 4x5 normalization,true,true,false,,approved,Codex,2026-07-15,runtime-sha256=8C8C70750F39547D827C3716B5212C76209A3171877778CFA244AF4D03BA4F3E
balanced_casual_exorcist_dosa_lineup,source_assets/representative_set/exorcist_dosa_lineup.png,concept_lineup,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-22,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-22,docs/assets/prompts/balanced-casual-representative-set.md,43A0B3C01976E6534B735CC7C2426C25CD16C6358BC23C10EA3B5D8F017732F0,docs/assets/prompts/balanced-casual-representative-set.md,true,copied built-in output into project without pixel edits,true,true,false,,review,Codex,2026-07-22,project-only original concept lineup; reviewed 3.5-head chibi proportions with oversized face hands and hwando; physical mobile approval pending
balanced_casual_enemy_role_lineup,source_assets/representative_set/enemy_role_lineup.png,concept_lineup,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-22,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-22,docs/assets/prompts/balanced-casual-representative-set.md,07BD98186EFCC355E2230DEE785BDD6EB314585517ED9440342590D0506381F0,docs/assets/prompts/balanced-casual-representative-set.md,true,persisted built-in response into project without pixel edits,true,true,false,,review,Codex,2026-07-22,project-only original concept lineup; exactly three rats and Korean folk dokkaebi cues reviewed; physical mobile approval pending
balanced_casual_plague_rat_swarm_atlas,assets/images/monsters/plague_rat_swarm_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-22,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-22,docs/assets/prompts/balanced-casual-enemy-atlases.md,AC9A69457FB334B1B9B33C8321101B0510702EE22A148ED3C5B05BEC62E2B92D,docs/assets/prompts/balanced-casual-enemy-atlases.md,true,chroma-key removal and proportional 4x4 normalization,true,true,false,,review,Codex,2026-07-22,runtime-sha256=A7033B470D8D331276635130150A7557C29C7100AFA066D562D040D0B5F2FE72; three-rat identity and role sequence reviewed; physical mobile approval pending
balanced_casual_vengeful_spirit_atlas,assets/images/monsters/vengeful_spirit_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-22,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-22,docs/assets/prompts/balanced-casual-enemy-atlases.md,0743F8A1C5071A3EC3E6C9B12BDCB4696D65C7065006F09C1089E0F94B35829D,docs/assets/prompts/balanced-casual-enemy-atlases.md,true,chroma-key removal and proportional 4x4 normalization,true,true,false,,review,Codex,2026-07-22,runtime-sha256=91CB172E358AB8B22C94A00B7ADB255FA34068700221FB7DBFD453F25CA43358; dash warning and dissolve sequence reviewed; physical mobile approval pending
balanced_casual_sakkat_specter_atlas,assets/images/monsters/sakkat_specter_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-22,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-22,docs/assets/prompts/balanced-casual-enemy-atlases.md,3F76BD46DE6CE16F3251B7333C7551A1F1AAAC9324CF6DA97B1E048A5759DEBE,docs/assets/prompts/balanced-casual-enemy-atlases.md,true,chroma-key removal and proportional 4x4 normalization,true,true,false,,review,Codex,2026-07-22,runtime-sha256=FAFE5830EB066A3A0C75194A63F4C50B8AC0C131B5461F073EB73F70C61BEEED; talisman hand and ranged sequence reviewed; physical mobile approval pending
balanced_casual_dokkaebi_atlas,assets/images/monsters/dokkaebi_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-22,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-22,docs/assets/prompts/balanced-casual-enemy-atlases.md,9A2FFF10A4EAE6912400D391165B57680176F4756CAFE1D3A979E52B69EF91C1,docs/assets/prompts/balanced-casual-enemy-atlases.md,true,chroma-key removal and proportional 4x4 normalization,true,true,false,,review,Codex,2026-07-22,runtime-sha256=F3F85E757424CF6B20AD935BFA07D0EBD5F56B5A74B1B9683FEF71FC58ACC17B; Korean clothing club side and defensive sequence reviewed; physical mobile approval pending
balanced_casual_bandit_atlas,assets/images/monsters/bandit_128.png,enemy_sprite,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-22,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-22,docs/assets/prompts/bandit-balanced-casual-atlas.md,CBEC869AC1275FE03D3C687BB00720F4ABE2C9C58A67C4B7F36965509363BA90,docs/assets/prompts/bandit-balanced-casual-atlas.md,true,chroma-key removal and proportional 4x4 normalization,true,true,false,,review,Codex,2026-07-22,runtime-sha256=65135EA9120C054426E818ED2B3BBEB8EFA1C629287D601742B846CD19030ECE; original Joseon bandit reviewed for headband weapon side and 4-4-2-6 sequence; physical mobile approval pending
joseon_moonlit_lobby_background,assets/images/stages/joseon_moonlit_lobby_1536x2730.png,lobby_background,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,docs/assets/prompts/joseon-moonlit-lobby-background.md,211CE75B12C1FB4B3E8A2C3475424FE6D1353744DA00884E0BDC2F7BAC33F627,docs/assets/prompts/joseon-moonlit-lobby-background.md,true,copied built-in output into project without pixel edits,true,true,false,,approved,Codex,2026-07-23,original portrait Joseon courtyard; user concept used for mood only; no text UI characters or commercial-game assets reproduced
hwando_slash_ribbon_hd,assets/images/effects/hwando_slash_ribbon_512.png,weapon_effect,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,docs/assets/prompts/combat-art-refresh.md,D29F0E64CE8A03A02BBBFC35CFB5614A52EBFDE3F19EC658E67FFAA6420E63B4,docs/assets/prompts/combat-art-refresh.md,true,chroma-key removal soft matte despill and 512px normalization,true,true,false,,approved,Codex,2026-07-23,original hwando energy ribbon; user references used for quality and energy only; runtime alpha inspected
joseon_courtyard_combat_background,assets/images/stages/joseon_courtyard_combat_1024x1824.png,stage_background,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,docs/assets/prompts/combat-art-refresh.md,39D742B71CB99E421890D12888353047E4D2035306D962FF3FBE542F6D684BAB,docs/assets/prompts/combat-art-refresh.md,true,high-quality 1024x1824 normalization,true,true,false,,approved,Codex,2026-07-23,original Joseon top-down combat courtyard; user references used for camera material and quality only; center reserved for readable combat
hwando_slash_trail_128,assets/images/vfx/hwando_slash_trail_128.png,weapon_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,docs/assets/prompts/hwando-vfx-sheets.md,4D20CDA0E8C6F348172624E5B34EC3E0BB0DD0B3198C643E972E916004709102,docs/assets/prompts/hwando-vfx-sheets.md,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/hwando/hwando_slash_trail_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=4BA6E089729EDF31A2D38AA5B165E5A9F2BB94AA8DD414C098BAF14BD13B1A2D
hwando_slash_impact_128,assets/images/vfx/hwando_slash_impact_128.png,weapon_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,docs/assets/prompts/hwando-vfx-sheets.md,1E1B349ED38BA88932BBBFE80EC5000807D9997885FA1A683898EBFEADF34B2C,docs/assets/prompts/hwando-vfx-sheets.md,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/hwando/hwando_slash_impact_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=BE4CBD626112884EFD82BE09AB47403A2BD2D5E9C20D9549FCB810AAE9271358
hwando_blade_wave_trail_128,assets/images/vfx/hwando_blade_wave_trail_128.png,weapon_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,docs/assets/prompts/hwando-vfx-sheets.md,033C344349D2799D409D7D2D4F4D19C2E4C00B731892F1562DEF824B7F8FB391,docs/assets/prompts/hwando-vfx-sheets.md,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/hwando/hwando_blade_wave_trail_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=32C5181E8AC68C145028DD706157E957E3946E46B37A2D14FE2574BA3FD3B1E8
hwando_blade_wave_impact_128,assets/images/vfx/hwando_blade_wave_impact_128.png,weapon_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,docs/assets/prompts/hwando-vfx-sheets.md,F834944CD4ECF513C8C14682C0C84C37AE225360BF3E472AC1A3F13B2FE89CFB,docs/assets/prompts/hwando-vfx-sheets.md,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/hwando/hwando_blade_wave_impact_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=75E24152446343B55C360CAA38A7F073786AFA0849DA34701E465F4383165AD8
hwando_master_circle_trail_128,assets/images/vfx/hwando_master_circle_trail_128.png,weapon_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,docs/assets/prompts/hwando-vfx-sheets.md,B0F3C3F2986BC44C2D733CD908F538EBADF3A59DEC3E0A359DBD4E3FCC7947F9,docs/assets/prompts/hwando-vfx-sheets.md,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/hwando/hwando_master_circle_trail_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=2C4A40F4C763A157CB01460710891B29406D66B1E71C7573F950316D554C7B30
hwando_master_circle_impact_128,assets/images/vfx/hwando_master_circle_impact_128.png,weapon_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,docs/assets/prompts/hwando-vfx-sheets.md,256E6B8866B9DF5B73039E9451BF93749A233AFDF98EC5DCD8D3B32F51A72794,docs/assets/prompts/hwando-vfx-sheets.md,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/hwando/hwando_master_circle_impact_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=FAE07FDE5570503E8E2748E166BB3E2A166B4439782265D95B8B6F3238C36B20
hwando_master_finisher_trail_128,assets/images/vfx/hwando_master_finisher_trail_128.png,weapon_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,docs/assets/prompts/hwando-vfx-sheets.md,28BDB4E44295169120635359F324681A9C7B82F8F1D18DD14EA816B19A078C1E,docs/assets/prompts/hwando-vfx-sheets.md,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/hwando/hwando_master_finisher_trail_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=F8B292D24835C279919D299B55DA74721A408ACA7C1CBF1CA0594778BC55B14B
hwando_master_finisher_impact_128,assets/images/vfx/hwando_master_finisher_impact_128.png,weapon_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,docs/assets/prompts/hwando-vfx-sheets.md,85ADA7B58EE8146F23333ED3686700B33AD69187EC89552B5102DF6E158B1363,docs/assets/prompts/hwando-vfx-sheets.md,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/hwando/hwando_master_finisher_impact_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=71B82FFD008D13C6BD10025E3695FCBB52C2AD8729063AB6669BE069C4D4A10D
sealing_slash_128,assets/images/vfx/player/sealing_slash_128.png,player_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/player_vfx/sealing_slash_source.png,8489F18F29D0FFA7718740F913F357F27F360D38D71B2F6FAB688E6C4252249C,art_source/generated/player_vfx/sealing_slash_source.png,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/player_vfx/sealing_slash_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=B82F3541F2B4FDD78F70BEC746A4DAD66AA28B89D79FBFB284BEAEFD5E23921A
wind_thunder_fan_128,assets/images/vfx/player/wind_thunder_fan_128.png,player_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/player_vfx/wind_thunder_fan_source.png,FD13655DFE576C3C5A288F3428A44B128ECD9958C7F8DA7823ACCD4B36815298,art_source/generated/player_vfx/wind_thunder_fan_source.png,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/player_vfx/wind_thunder_fan_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=5F5D263BCC3FEF8C78C950D3F195A69C45B5C080C0EB7F09D83C68F90EAB4629
jangseung_ward_128,assets/images/zones/player/jangseung_ward_128.png,player_zone,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/player_vfx/jangseung_ward_source.png,06FA239621BE14DA3D39D27E94DCF607EFD05333C2758B523F03F98BD7636321,art_source/generated/player_vfx/jangseung_ward_source.png,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/player_vfx/jangseung_ward_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=A98D7D872B8B76DA921353DB26D942D0675947E6956D66F82E2A9EC0EDC0F733
frost_field_128,assets/images/zones/player/frost_field_128.png,player_zone,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/player_vfx/frost_field_source.png,D44C607209A3DEA91E5AEC9D130E275F28BB347891AC5F1162C3A243FB8BECF9,art_source/generated/player_vfx/frost_field_source.png,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/player_vfx/frost_field_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=18F3793EBEC841ED46B7708778389CAE2A2967772B0796D8108D9BD6DD50E201
talisman_attachment_128,assets/images/vfx/player/talisman_attachment_128.png,player_status_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/player_vfx/talisman_attachment_source.png,1B0F3E9088F0F305A38F13EFE88DE658FA5A3CEA2100EC15499FB7BE8A705586,art_source/generated/player_vfx/talisman_attachment_source.png,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/player_vfx/talisman_attachment_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=8D4F2A2EC3BAFF6B3925A9C47E67784EB1989697B04EB0CE3C9B95A0EC6B2B23
talisman_transfer_128,assets/images/vfx/player/talisman_transfer_128.png,player_status_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/player_vfx/talisman_transfer_source.png,E5C13F017D1F077AE9588943DE0B6C960950856653417F9AC52AABF8F0EA6129,art_source/generated/player_vfx/talisman_transfer_source.png,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/player_vfx/talisman_transfer_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=70C349BC3C8C02FB85305125BFD334A952F3D25755BB6FF4AC4D68DD0D0366BF
talisman_explosion_128,assets/images/vfx/player/talisman_explosion_128.png,player_vfx,ai_generated,OpenAI,OpenAI built-in image generation model-id-not-exposed,2026-07-23,https://openai.com/policies/terms-of-use/,OpenAI Terms of Use,2026-07-23,art_source/generated/player_vfx/talisman_explosion_source.png,4F0D95405936D2745260CED39C59AE1899D4F6B0E2AA1CBCB273F95230C07683,art_source/generated/player_vfx/talisman_explosion_source.png,true,chroma-key removal and proportional 128px-cell RGBA normalization,true,true,false,,review,Codex,2026-07-23,generated-original source=art_source/generated/player_vfx/talisman_explosion_source.png; tool=built-in image generation plus remove_chroma_key.py; runtime owner=AttackVisualRegistry; runtime status=temporary; runtime-sha256=AFA34E825690CF823C2A6758ADDF2177118BEA082F51157C05FED27630F4564B
